publication_date,coach,name,prompt,left_option,right_option
8214,automatic,Agnes Parker,sentence,There were no problems.,
8228,automatic,Peter Kane,sentence,I knew that everything would be fine.,
8214,automatic,Agnes Parker,sentence,I'm waiting for the next episode.,
8214,automatic,Agnes Parker,sentence,I'm waiting for your answer.,
8214,automatic,Peter Kane,difference,should,should have
8214,automatic,Agnes Parker,sentence,We don't have money for that.,
8214,automatic,Peter Kane,past,give,
8214,automatic,Sergius Birch,sentence,I have a problem with writing.,
8214,automatic,Sergius Birch,sentence,She told him what had happened before.,
8214,automatic,Sergius Birch,sentence,She said she needed a break.,
8214,automatic,Sergius Birch,sentence,My friend asked me if I had been to the US.,
8214,automatic,Sergius Birch,sentence,My friend told me the other day her dog had died.,
8214,automatic,Sergius Birch,sentence,Practise makes perfect.,
8214,automatic,Sergius Birch,plural,progress,
8214,automatic,Sergius Birch,difference,her,hers
8214,automatic,Sergius Birch,difference,ago,earlier
8215,automatic,Anette Gray,sentence,I didn't do anything.,
8215,automatic,Anette Gray,sentence,I thought I didn't like cats.,
8215,automatic,Anette Gray,sentence,She said she needed a break.,
8215,automatic,Anette Gray,sentence,They wanted her to transport drugs abroad.,
8215,automatic,Anette Gray,sentence,Do you want me to help you?,
8215,automatic,Anette Gray,plural,man,
8215,automatic,Greg Hardy,sentence,What is it called in English?,
8215,automatic,Greg Hardy,change,can,
8215,automatic,Greg Hardy,difference,surprised,surprising
8215,automatic,Greg Hardy,difference,good,well
8215,automatic,Greg Hardy,change,to,
8215,automatic,Greg Hardy,conjugation,drive,
8215,automatic,Greg Hardy,sentence,Who do you want to spent the rest of your life with?,
8215,automatic,Greg Hardy,sentence,Who do you have a problem with?,
8215,automatic,Greg Hardy,sentence,Who are you working with?,
8215,automatic,Camille Tyner,difference,smaller,smallest
8215,automatic,Camille Tyner,sentence,Does it make sense?,
8215,automatic,Camille Tyner,difference,few,a few
8215,automatic,Martin Hale,sentence,The case requires a lot of time.,
8215,automatic,Martin Hale,sentence,Is English required in your workplace?,
8215,automatic,Adam Hunt,difference,in short,shortly
8215,automatic,Yvonne West,difference,good,well
8215,automatic,Yvonne West,sentence,I'll do it as well as I can.,
8215,automatic,Yvonne West,sentence,I didn't know what I wanted to do.,
8215,automatic,Yvonne West,sentence,Bless you!,
8215,automatic,Yvonne West,sentence,I've always liked such topics.,
8215,automatic,Yvonne West,sentence,I have mixed feelings about it.,
8215,automatic,Yvonne West,sentence,I'm proud of myself.,
8215,automatic,Yvonne West,sentence,I'm proud of you.,
8215,automatic,Yvonne West,difference,myself,me
8215,automatic,Yvonne West,sentence,Do you really want me to leave?,
8215,automatic,Yvonne West,sentence,I want my boss to give me a raise.,
8215,automatic,Yvonne West,sentence,I wanted her to apologize to me.,
8215,automatic,Yvonne West,comma before,and,
8215,automatic,Peter Kane,difference,calmer,calm
8215,automatic,Peter Kane,difference,biggest,most
8215,automatic,Theresa Fine,sentence,I've been working here for a long time.,
8215,automatic,Theresa Fine,sentence,I hope something will change.,
8215,automatic,Adrianne Nelson,sentence,I've been working here for 7 years.,
8215,automatic,Theresa Fine,difference,say,tell
8215,automatic,Adrianne Nelson,past,bring,
8215,automatic,Adrianne Nelson,past,talk,
8215,automatic,Adrianne Nelson,difference,neighbour,neighbor
8215,automatic,Adrianne Nelson,difference,few,a few
8215,automatic,Adrianne Nelson,sentence,It turned out that she was pregnant.,
8215,automatic,Agnes Banks,sentence,What does it look like?,
8215,automatic,Agnes Banks,sentence,I don't know what it looks like.,
8215,automatic,Agnes Banks,difference,correctly,correct
8215,automatic,Agnes Banks,difference,this,these
8215,automatic,Agnes Banks,sentence,It's important to me.,
8215,automatic,Claudine Gross,past,choose,
8215,automatic,Agnes Banks,sentence,I've always wanted to work abroad.,
8215,automatic,Agnes Banks,sentence,I thought I would go there.,
8215,automatic,Agnes Banks,sentence,I thought I would do my homework.,
8215,automatic,Agnes Banks,past,choose,
8215,automatic,Claudine Gross,difference,organise,organize
8215,automatic,Claudine Gross,difference,sceptical,skeptical
8215,automatic,Claudine Gross,comma before,so,
8215,automatic,Claudine Gross,comma before,and,
8215,automatic,Claudine Gross,comma before,but,
8215,automatic,Claudine Gross,comma before,because,
8215,automatic,Claudine Gross,comma before,that,
8215,automatic,Isabel Cain,sentence,My biggest challenge is to hire the right.,
8215,automatic,Isabel Cain,past,leave,
8215,automatic,Isabel Cain,sentence,I thought I would go there.,
8215,automatic,Isabel Cain,sentence,I thought I would stay at home.,
8215,automatic,Isabel Cain,sentence,I had no time to do my homework.,
8215,automatic,Isabel Cain,difference,an,a
8215,automatic,Matt Carpenter,difference,borrow,lend
8215,automatic,Matt Carpenter,difference,who,which
8215,automatic,Matt Carpenter,sentence,I told you I was hungry,
8215,automatic,Matt Carpenter,sentence,I knew that everything would be fine.,
8215,automatic,Matt Carpenter,sentence,It means a lot to me.,
8215,automatic,Matt Carpenter,difference,stressed,stressful
8215,automatic,Matt Carpenter,sentence,I'm 26 years old.,
8216,automatic,Jack Russell,sentence,There was a lot of good food there.,
8216,automatic,Jack Russell,sentence,I've been living there for four days.,
8216,automatic,Jack Russell,sentence,You told me you liked me.,
8216,automatic,Jack Russell,sentence,My friend tried to hire himself into my daughter's company.,
8216,automatic,Gabriel Ryan,difference,simply,simple
8216,automatic,Gabriel Ryan,sentence,There are many lawyers in the market.,
8216,automatic,Margaret Usher,sentence,I have a hard time now.,
8216,automatic,Margaret Usher,sentence,I should've predicted it.,
8216,automatic,Margaret Usher,sentence,I should've done my homework yesterday.,
8216,automatic,Margaret Usher,sentence,I should've taken the key when I was leaving the house.,
8216,automatic,Margaret Usher,sentence,I didn't think it would be interesting.,
8216,automatic,Margaret Usher,sentence,I thought it would be a challenge.,
8216,automatic,Margaret Usher,sentence,I thought that you would be at work.,
8216,automatic,Margaret Usher,sentence,You are criticizing everything I do.,
8216,automatic,Margaret Usher,sentence,That's everything I know.,
8216,automatic,Margaret Usher,sentence,You want to control everything I do.,
8216,automatic,Margaret Usher,difference,information,informations
8216,automatic,Martin Vance,difference,few,a few
8216,automatic,Martin Vance,sentence,There were three of us at the meeting.,
8216,automatic,Martin Vance,sentence,There were no problems.,
8216,automatic,Martin Vance,sentence,There are many people in the picture.,
8216,automatic,Martin Vance,sentence,There are many options for you to choose from.,
8216,automatic,Martin Vance,sentence,There are a lot of problems.,
8216,automatic,Martin Vance,sentence,I have many years of experience in the industry.,
8216,automatic,Martin Vance,sentence,I thought I would go there.,
8216,automatic,Martin Vance,sentence,I thought I would stay at home.,
8216,automatic,Joanna Day,sentence,It's complicated.,
8216,automatic,Joanna Day,sentence,I'm responsible for that.,
8216,automatic,Joanna Day,sentence,It took me ten minutes to walk my dog.,
8216,automatic,Joanna Day,sentence,I went to the bathroom to take a shower.,
8216,automatic,Joanna Day,sentence,I don't have time to dry my hair.,
8216,automatic,Joanna Day,sentence,I didn't have time to do it.,
8217,automatic,Julia Hogan,difference,them,their
8217,automatic,Julia Hogan,sentence,I'm going to Warsaw tomorrow.,
8217,automatic,Julia Hogan,conjugation,wake,
8217,automatic,Julia Hogan,difference,leave,live
8217,automatic,Julia Hogan,sentence,I haven't seen you for a long time,
8217,automatic,Julia Hogan,difference,stressed,stressful
8217,automatic,Julia Hogan,sentence,I’ll call you once I get back home.,
8217,automatic,Julia Hogan,comma before,but,
8217,automatic,Julia Hogan,sentence,I want you to be happy.,
8220,automatic,Alexandra Lee,sentence,We spoke about it last week.,
8220,automatic,Alexandra Lee,past,flee,
8220,automatic,Alexandra Lee,sentence,There are three of us in the office.,
8220,automatic,Alexandra Lee,sentence,There are many people in the picture.,
8220,automatic,Alexandra Lee,sentence,There was no storm in my area.,
8220,automatic,Alexandra Lee,sentence,There are no people here.,
8220,automatic,Alexandra Lee,difference,colleague,friend
8220,automatic,Lucas Doe,pronunciation,/ɑː/,
8220,automatic,Lucas Doe,conjugation,drink,
8220,automatic,Lucas Doe,change,with,
8220,automatic,Justina Stanley,change,after,
8220,automatic,Justina Stanley,conjugation,hide,
8220,automatic,Justina Stanley,sentence,I see there's something hidden.,
8220,automatic,Justina Stanley,sentence,There is a lot of tension.,
8220,automatic,Justina Stanley,sentence,I'll call you when I'm ready.,
8220,automatic,Justina Stanley,sentence,I'll call you when I'm at home.,
8220,automatic,Justina Stanley,sentence,I'd call you if I was at home.,
8220,automatic,Justina Stanley,sentence,I'll visit you when I finish.,
8220,automatic,Justina Stanley,sentence,I'd visit you if I finished.,
8220,automatic,Martina Ruby,sentence,I've known my friends for a long time.,
8220,automatic,Martina Ruby,sentence,Seven billion people live on Earth.,
8220,automatic,Martina Ruby,sentence,I'm fed up with it.,
8220,automatic,Martina Ruby,sentence,"If I'd left earlier, I'd be at work now.",
8221,automatic,Eve Miles,sentence,"Some of the sentences are easy, some are hard.",
8221,automatic,Eve Miles,past,hear,
8221,automatic,Yvonne West,sentence,"If everything goes well, I'll be rich.",
8221,automatic,Yvonne West,sentence,It's a waste of time.,
8221,automatic,Eve Miles,position,often,
8221,automatic,Eve Miles,sentence,I always go to work.,
8221,automatic,Yvonne West,difference,during,while
8221,automatic,Eve Miles,sentence,I don't always go to work.,
8221,automatic,Eve Miles,sentence,Do you always go to work?,
8221,automatic,Eve Miles,position,always,
8221,automatic,Eve Miles,position,never,
8221,automatic,Kate Long,position,before,
8221,automatic,Anette Gray,sentence,What can I say?,
8221,automatic,Alexandra King,difference,scene,stage
8221,automatic,Alexandra King,difference,shadow,shade
8221,automatic,Sergius Birch,difference,bored,boring
8221,automatic,Sergius Birch,difference,little,few
8221,automatic,Sergius Birch,difference,danger,dangerous
8221,automatic,Sergius Birch,sentence,It was rainy.,
8221,automatic,Sergius Birch,sentence,There was a storm yesterday.,
8221,automatic,Sergius Birch,sentence,There's a problem.,
8221,automatic,Sergius Birch,sentence,How many people are there in your team?,
8221,automatic,Sergius Birch,sentence,There are too few people in our company.,
8221,automatic,Sergius Birch,comma before,so,
8221,automatic,Sergius Birch,difference,journey,trip
8221,automatic,Sergius Birch,comma before,because,
8222,automatic,Anette Gray,sentence,Your favorite cookies are produced in our factory.,
8222,automatic,Anette Gray,position,every day,
8222,automatic,Anette Gray,sentence,I made a mistake.,
8222,automatic,Greg Hardy,sentence,My teacher explain to me how to do it.,
8222,automatic,Greg Hardy,past,send,
8222,automatic,Adrianne Nelson,change,of,
8222,automatic,Adrianne Nelson,past,leave,
8222,automatic,Adrianne Nelson,sentence,I'm not interested in that.,
8222,automatic,Adrianne Nelson,sentence,I'm interested in sports.,
8222,automatic,Yvonne West,past,teach,
8222,automatic,Martin Hale,past,come,
8222,automatic,Martin Hale,past,become,
8222,automatic,Adam Hunt,difference,give two advice,give two advices
8222,automatic,Theresa Fine,sentence,We have one problem after another.,
8222,automatic,Theresa Fine,difference,TRUE,truth
8222,automatic,Theresa Fine,sentence,When will you give me the money back?,
8222,automatic,Theresa Fine,sentence,I want my money back.,
8222,automatic,Agnes Banks,sentence,My dog isn't friendly to strangers.,
8222,automatic,Claudine Gross,sentence,It depends on the person.,
8222,automatic,Agnes Banks,difference,work,job
8222,automatic,Agnes Banks,position,today,
8222,automatic,Agnes Banks,difference,interesting,interested
8222,automatic,Agnes Banks,sentence,What problems are there at your company?,
8222,automatic,Agnes Banks,past,fall,
8222,automatic,Agnes Banks,conjugation,fall,
8222,automatic,Isabel Cain,past,fall,
8222,automatic,Isabel Cain,sentence,I'm responsible for taking care of my family.,
8222,automatic,Isabel Cain,sentence,My friend does everything by herself.,
8222,automatic,Isabel Cain,sentence,What does it mean?,
8222,automatic,Isabel Cain,sentence,Does your mother often visit you?,
8222,automatic,Anna Patton,sentence,I want to go home.,
8222,automatic,Anna Patton,sentence,You want to control everything I do.,
8222,automatic,Anna Patton,sentence,I didn't want to believe it.,
8222,automatic,Anna Patton,sentence,I don't want to do anything today.,
8222,automatic,Anna Patton,sentence,I don't want to listen to that.,
8222,automatic,Anna Patton,sentence,I don't want to talk about it.,
8222,automatic,Anna Patton,sentence,Do you want to check it?,
8222,automatic,Anna Patton,sentence,What do you want to tell me about?,
8222,automatic,Anna Patton,difference,employer,employee
8222,automatic,Anna Patton,sentence,contact with sb,contact sb
8222,automatic,Isabel Cain,sentence,The date was a total failure.,
8222,automatic,Isabel Cain,past,fight,
8222,automatic,Isabel Cain,difference,he,him
8222,automatic,Anna Patton,sentence,I don't care about it.,
8222,automatic,Isabel Cain,past,should,
8222,automatic,Isabel Cain,conjugation,go,
8222,automatic,Matt Carpenter,change,for,
8222,automatic,Matt Carpenter,difference,borrow,lend
8222,automatic,Matt Carpenter,difference,heigh,tall
8222,automatic,Matt Carpenter,difference,strong,more strong
8222,automatic,Matt Xander,sentence,Who do you know?,
8222,automatic,Matt Xander,comma before,so,
